"host_identity_verified","neighbourhood_group","neighbourhood","lat","long","country","country_code","instant_bookable","cancellation_policy","room_type","Construction_year","price","service_fee","minimum_nights","number_of_reviews","last_review","reviews_per_month","review_rate_number","calculated_host_listings_count","availability_365"
NA,"Staten Island","St. George",40.64524,-74.08088,"United States","US",TRUE,"strict","Private room",2003,1015,203,131,166,"6/13/2019",1.66,4,1,-1
NA,"Brooklyn","Bushwick",40.70641,-73.91765,"United States","US",FALSE,"moderate","Private room",2014,503,101,275,47,"6/19/2019",0.94,5,1,263
NA,"Bronx","Highbridge",40.83232,-73.93184,"United States","US",TRUE,"flexible","Private room",2006,483,97,323,219,"7/4/2019",2.04,1,3,200
NA,"Brooklyn","Williamsburg",40.71045,-73.9677,"United States","US",FALSE,"strict","Entire home/apt",2005,176,35,59,193,"7/6/2016",1.78,4,1,219
NA,"Manhattan","East Village",40.72518,-73.98034,"United States","US",FALSE,"flexible","Private room",2020,185,37,99,84,"6/23/2019",0.78,4,4,144
"verified","Manhattan","Financial District",40.70666,-74.01374,"United States","US",FALSE,"strict","Entire home/apt",2022,387,77,268,114,"6/20/2019",1.06,4,1,320
"unconfirmed","Brooklyn","Fort Greene",40.69098,-73.97113,"United States","US",FALSE,"flexible","Private room",2008,1155,231,-10,213,"6/24/2019",2,5,2,19
"verified","Manhattan","West Village",40.73756,-74.00405,"United States","US",FALSE,"strict","Entire home/apt",2017,665,133,189,86,"6/1/2019",0.8,1,1,293
"verified","Manhattan","Harlem",40.81526,-73.94791,"United States","US",TRUE,"strict","Entire home/apt",2013,175,35,30,80,"5/26/2019",0.75,2,3,58
"unconfirmed","Manhattan","West Village",40.73423,-74.0046,"United States","US",TRUE,"strict","Entire home/apt",2012,408,82,340,38,"4/20/2016",0.36,1,1,163
"verified","Manhattan","Harlem",40.82374,-73.9373,"United States","US",FALSE,"strict","Entire home/apt",2019,601,120,128,18,"12/17/2018",1.79,3,1,240
"unconfirmed","Brooklyn","Fort Greene",40.68863,-73.97691,"United States","US",FALSE,"flexible","Private room",2011,107,21,350,206,"6/30/2019",1.92,4,2,96
"unconfirmed","Queens","Ridgewood",40.70382,-73.89797,"United States","US",TRUE,"flexible","Entire home/apt",2011,724,145,166,10,"5/12/2019",0.11,4,5,300
"unconfirmed","Manhattan","Morningside Heights",40.80549,-73.95924,"United States","US",FALSE,"strict","Private room",2019,450,90,110,122,"5/14/2019",1.18,4,2,425
"unconfirmed","Brooklyn","Williamsburg",40.71627,-73.9587,"United States","US",FALSE,"strict","Entire home/apt",2004,1153,231,57,33,"4/8/2019",0.58,4,1,421
"unconfirmed","Brooklyn","Park Slope",40.67994,-73.97863,"United States","US",FALSE,"strict","Entire home/apt",2015,327,65,142,52,"6/5/2019",0.5,4,1,83
"verified","Brooklyn","Bedford-Stuyvesant",40.67992,-73.9475,"United States","US",FALSE,"strict","Private room",2015,946,189,366,126,"5/19/2019",1.17,NA,4,332
"unconfirmed","Brooklyn","Prospect Heights",40.67868,-73.97307,"United States","US",FALSE,"strict","Private room",2017,498,100,NA,51,"6/24/2019",0.48,NA,3,271
"unconfirmed","Manhattan","Upper East Side",40.76834,-73.95334,"United States","US",FALSE,"flexible","Private room",2020,720,144,NA,199,"6/24/2019",1.85,NA,1,156
"verified","Brooklyn","Bedford-Stuyvesant",40.68237,-73.9415,"United States","US",FALSE,"flexible","Entire home/apt",2011,174,35,NA,30,"3/2/2022",0.29,NA,1,NA
"verified","Manhattan","Chelsea",40.74031,-73.99999,"United States","US",TRUE,"moderate","Entire home/apt",2021,323,65,NA,3,"7/17/2015",0.03,NA,1,NA
"unconfirmed","Manhattan","Hell's Kitchen",40.76307,-73.99665,"United States","US",FALSE,"moderate","Entire home/apt",NA,539,108,NA,41,"6/26/2025",0.38,2,1,NA
"verified","Manhattan","Lower East Side",40.71882,-73.98852,"United States","US",FALSE,"strict","Entire home/apt",NA,232,46,NA,109,"6/15/2019",1.04,2,1,NA
"unconfirmed","Brooklyn","South Slope",40.6693,-73.98804,"United States","US",FALSE,"flexible","Entire home/apt",NA,968,194,NA,151,"6/22/2019",1.43,4,3,NA
"unconfirmed","Manhattan","Upper East Side",40.77333,-73.95199,"United States","US",FALSE,"flexible","Private room",NA,460,92,14,0,NA,NA,1,2,NA
"verified","Manhattan","Lower East Side",40.72319,-73.99201,"United States","US",FALSE,"moderate","Private room",NA,81,16,1,285,"6/22/2019",2.69,1,1,NA
"verified",NA,"Chelsea",40.74859,-73.99671,"United States","US",TRUE,"flexible","Private room",NA,267,53,1,375,"6/18/2019",3.52,3,1,NA
"unconfirmed","Queens","Jamaica",40.67252,-73.76597,"United States","US",TRUE,"moderate","Private room",NA,1084,217,2,52,"5/20/2019",0.49,2,2,NA
"verified","Manhattan","Hell's Kitchen",40.76244,-73.99271,"United States","US",TRUE,"flexible","Entire home/apt",2013,402,80,5,10,"7/1/2019",1.01,3,1,NA
"verified","Brooklyn","Bedford-Stuyvesant",40.69546,-73.93503,NA,NA,NA,NA,"Private room",NA,457,91,2,11,"11/13/2017",0.48,3,1,NA
"unconfirmed","Queens","Middle Village",40.71722,-73.87856,NA,NA,NA,NA,"Entire home/apt",NA,938,188,30,33,"5/9/2015",0.31,4,5,NA
"unconfirmed","Queens","Ridgewood",40.70234,-73.89816,NA,NA,NA,NA,"Private room",NA,405,81,7,6,"10/8/2015",0.06,3,5,420
"unconfirmed","Queens","Middle Village",40.71546,-73.87854,NA,NA,NA,NA,"Entire home/apt",NA,907,181,7,38,"4/27/2019",0.38,4,5,294
NA,"Brooklyn","Williamsburg",40.7195,-73.95976,NA,NA,NA,NA,"Entire home/apt",NA,693,139,2,358,"6/20/2019",3.44,3,2,286
NA,"Manhattan","Hell's Kitchen",40.76548,-73.98474,NA,NA,NA,NA,"Shared room",NA,586,117,6,10,"1/7/2014",0.09,1,1,399
NA,"Manhattan","Harlem",40.80234,-73.95603,NA,NA,NA,NA,"Private room",NA,112,22,30,0,NA,NA,1,1,12
NA,NA,"Prospect Heights",40.6787,-73.97262,"United States","US",FALSE,"strict","Private room",NA,936,187,2,226,"6/6/2019",2.12,4,3,263
NA,"Manhattan","Harlem",40.81035,-73.94598,"United States","US",FALSE,"moderate","Entire home/apt",2022,749,150,1,104,"6/22/2019",1,1,5,15
NA,"Bronx","Highbridge",40.83075,-73.93058,"United States","US",TRUE,"flexible","Private room",2007,538,108,1,138,"6/30/2019",1.45,1,3,138
NA,"Manhattan","East Harlem",40.79958,-73.94275,"United States","US",FALSE,"flexible","Private room",2007,252,50,5,204,"6/23/2019",1.92,1,1,327
NA,"Brooklyn","Williamsburg",40.71625,-73.93845,"United States","US",TRUE,"moderate","Entire home/apt",2020,NA,176,2,253,"7/2/2019",3.04,3,1,124
NA,"Brooklyn","Bedford-Stuyvesant",40.6829,-73.93549,"United States","US",TRUE,"strict","Private room",2019,NA,152,2,23,"7/1/2019",0.22,5,1,137
NA,"Manhattan","NoHo",40.72773,-73.99134,"United States","US",TRUE,"flexible","Private room",2016,NA,151,2,115,"12/5/2018",1.17,2,1,192
NA,"Manhattan","West Village",40.72861,-74.0049,"United States","US",FALSE,"moderate","Entire home/apt",2006,NA,48,5,129,"5/19/2019",NA,2,1,81
"verified","Brooklyn","Williamsburg",40.70979,-73.95162,"United States","US",FALSE,"strict","Private room",2017,131,26,4,82,"6/10/2019",NA,4,2,361
"unconfirmed","Brooklyn","Fort Greene",40.68656,-73.97525,"United States","US",FALSE,"strict","Private room",2005,444,89,3,37,"12/31/2018",0.35,1,1,341
"verified","Manhattan","East Village",40.72752,-73.98432,"United States","US",FALSE,"strict","Entire home/apt",2010,1089,218,1,204,"7/1/2019",2.04,5,1,353
"unconfirmed","Brooklyn","Greenpoint",40.729,-73.95829,"United States","US",TRUE,"strict","Entire home/apt",2017,518,104,2,69,"6/13/2019",0.65,2,1,213
"verified","Manhattan","Harlem",40.81219,-73.94499,"United States","US",TRUE,"strict","Private room",2010,220,44,1,192,NA,1.84,5,5,137
"unconfirmed","Queens","Ditmars Steinway",40.77185,-73.90502,"United States","US",TRUE,"moderate","Entire home/apt",2016,1133,227,2,17,NA,0.16,3,1,336
"unconfirmed","Brooklyn","Cobble Hill",40.68926,-73.99386,"United States","US",TRUE,"strict","Entire home/apt",2021,316,63,2,222,NA,2.12,2,1,23
"unconfirmed","Manhattan","East Village",40.72821,-73.98701,"United States","US",TRUE,"flexible","Entire home/apt",2015,396,79,3,205,"6/23/2019",1.96,4,1,19
"verified","Manhattan","Hell's Kitchen",40.7672,-73.98508,"United States","US",FALSE,"flexible","Entire home/apt",2020,813,163,3,94,"6/9/2019",0.96,5,1,395
"unconfirmed","Manhattan","East Village",40.73012,-73.99053,"United States","US",FALSE,"moderate","Entire home/apt",2017,111,22,3,7,"5/24/2019",0.07,3,1,410
"unconfirmed","Manhattan","Flatiron District",40.7403,-73.98498,"United States","US",TRUE,"strict","Entire home/apt",2020,908,182,2,108,"6/30/2019",1.09,2,1,78
"verified","Manhattan","Harlem",40.80931,-73.94343,"United States","US",TRUE,"moderate","Entire home/apt",2008,823,165,3,222,"6/26/2019",2.1,5,2,188
"unconfirmed","Manhattan","Harlem",40.8251,-73.94287,"United States","US",TRUE,"flexible","Private room",2011,186,37,1,458,"7/3/2019",4.58,4,2,338
"verified","Brooklyn","Windsor Terrace",40.6585,-73.98397,"United States","US",FALSE,"strict","Private room",2021,84,17,2,21,"5/17/2019",0.26,1,1,66
"unconfirmed","Manhattan","Roosevelt Island",40.76193,-73.9501,"United States","US",FALSE,"moderate","Private room",2018,241,48,7,17,"5/8/2019",0.3,4,1,322
"verified","Manhattan","Lower East Side",40.72052,-73.98589,"United States","US",FALSE,"strict","Entire home/apt",2017,54,11,3,41,"1/2/2019",0.39,3,1,322
"unconfirmed","Queens","Ridgewood",40.70411,-73.89934,"United States","US",TRUE,"strict","Entire home/apt",2020,656,131,14,1,"4/3/2022",0.01,5,5,80
"unconfirmed","Brooklyn","Greenpoint",40.73401,-73.95967,"United States","US",TRUE,"flexible","Entire home/apt",2018,509,102,2,69,"5/19/2019",0.67,5,1,146
"unconfirmed","Manhattan","Chinatown",40.71756,-73.99503,"United States","US",FALSE,"flexible","Entire home/apt",2016,1198,240,4,18,"7/1/2019",0.18,5,2,382
"unconfirmed","Manhattan","Midtown",40.7589,-73.96991,"United States","US",TRUE,"flexible","Entire home/apt",2003,588,118,30,82,"1/5/2016",0.78,1,1,329
"verified","Manhattan","SoHo",40.72003,-74.00262,"United States","US",TRUE,"strict","Entire home/apt",2014,228,46,4,94,"6/23/2019",0.99,1,1,9
"unconfirmed","Manhattan","Greenwich Village",40.73194,-73.99474,"United States","US",TRUE,"moderate","Entire home/apt",2011,874,175,5,10,"5/11/2019",0.1,4,1,256
"unconfirmed","Manhattan","East Harlem",40.79163,-73.94573,"United States","US",FALSE,"flexible","Entire home/apt",2020,1052,210,28,183,"9/29/2018",1.83,2,2,-6
"verified","Manhattan","Harlem",40.8118,-73.94434,"United States","US",TRUE,"moderate","Private room",2011,1127,225,1,189,"6/11/2019",1.82,3,5,83
"unconfirmed","Manhattan","Harlem",40.81583,-73.94707,"United States","US",FALSE,"flexible","Private room",NA,137,27,2,1,"10/7/2018",0.11,4,1,173
"verified","Manhattan","East Village",40.72654,-73.98049,"United States","US",TRUE,"flexible","Entire home/apt",NA,138,28,2,127,"6/20/2019",1.22,4,1,386
"unconfirmed","Manhattan","Upper West Side",40.80021,-73.96071,"United States","US",FALSE,"moderate","Entire home/apt",NA,597,119,4,4,"8/25/2017",0.04,3,1,201
"verified",NA,"East Harlem",40.80942,-73.93936,"United States","US",FALSE,"flexible","Entire home/apt",NA,252,50,3,135,"6/20/2019",1.3,1,3,109
"verified","Manhattan","Little Italy",40.71961,-73.9954,"United States","US",TRUE,"flexible","Entire home/apt",NA,959,192,2,21,"12/12/2015",0.2,5,1,12
"verified","Manhattan","Chelsea",40.74358,-74.00027,"United States","US",FALSE,"flexible","Entire home/apt",2006,595,119,2,35,"7/27/2017",0.34,1,1,0
"unconfirmed","Manhattan","Harlem",40.80335,-73.9575,"United States","US",FALSE,"moderate","Private room",2010,1076,215,14,10,"6/1/2019",2.21,3,2,319
"unconfirmed","Manhattan","Chinatown",40.71445,-73.9908,"United States","US",FALSE,"strict","Private room",2008,956,191,4,171,"6/23/2019",1.8,5,2,50
"unconfirmed","Manhattan","Midtown",40.75749,-73.96897,"United States","US",TRUE,"moderate","Entire home/apt",2015,81,16,200,92,"4/30/2019",0.9,1,1,118
"unconfirmed","Brooklyn","East Flatbush",40.64446,-73.9503,"United States","US",TRUE,"strict","Entire home/apt",2011,472,94,3,238,"6/14/2019",2.3,NA,1,350
"unconfirmed","Manhattan","East Village",40.7268,-73.99079,"United States","US",TRUE,"moderate","Entire home/apt",2018,1058,212,50,56,"5/26/2019",0.58,NA,1,85
NA,NA,"Bushwick",40.688,-73.9171,"United States","US",TRUE,"moderate","Entire home/apt",2022,1028,206,3,111,NA,2.13,NA,1,150
NA,"Staten Island","Tompkinsville",40.63536,-74.08537,"United States","US",TRUE,"flexible","Private room",2006,725,145,2,193,NA,NA,NA,6,138
NA,"Staten Island","Tompkinsville",40.63627,-74.08543,"United States","US",TRUE,"strict","Private room",2017,784,157,2,147,NA,NA,NA,6,-1
NA,"Staten Island","Tompkinsville",40.63518,-74.08546,"United States","US",TRUE,"flexible","Private room",2022,593,119,2,177,NA,NA,NA,6,313
NA,"Manhattan","East Village",40.72477,-73.98161,"United States","US",TRUE,"strict","Entire home/apt",2014,1067,213,3,185,"5/24/2019",NA,4,2,248
NA,"Manhattan","Chelsea",40.74238,-73.99567,"United States","US",FALSE,"strict","Entire home/apt",2008,794,159,9,62,"6/21/2019",NA,2,2,80
NA,"Brooklyn","Greenpoint",40.72945,-73.95511,"United States","US",TRUE,"moderate","Entire home/apt",2008,842,168,3,124,"6/16/2058",1.22,4,3,230
"verified","Brooklyn","Williamsburg",40.70763,-73.95177,"United States","US",FALSE,"moderate","Private room",2019,1164,233,2,181,"6/23/2019",1.77,1,2,145
"verified","Staten Island","Tompkinsville",40.63481,-74.08519,"United States","US",FALSE,"moderate","Private room",2010,1032,206,2,333,"7/2/2019",3.19,5,6,NA
"unconfirmed","Queens","Astoria",40.75384,-73.91433,"United States","US",TRUE,"flexible","Entire home/apt",2005,545,109,5,441,"6/24/2019",4.5,5,1,NA
"unconfirmed","Brooklyn","Kensington",40.64106,-73.97426,"United States","US",FALSE,"flexible","Private room",2013,786,157,1,45,"5/16/2019",0.46,4,2,NA
"unconfirmed","Brooklyn","Park Slope",40.66793,-73.98327,"United States","US",FALSE,"flexible","Private room",2018,114,23,14,9,"8/29/2016",0.09,5,2,NA
"verified","Bronx","Clason Point",40.81309,-73.85514,"United States","US",TRUE,"moderate","Private room",2005,643,129,2,0,NA,NA,1,7,NA
"verified",NA,"Eastchester",40.88057,-73.83572,"United States","US",TRUE,"flexible","Entire home/apt",2016,909,182,2,38,"6/27/2019",0.5,4,13,NA
"verified","Brooklyn","Bedford-Stuyvesant",40.68236,-73.94314,"United States","US",FALSE,"flexible","Entire home/apt",2007,841,168,399,248,"6/25/2019",2.39,4,2,NA
"verified","Manhattan","East Village",40.72185,-73.98246,"United States","US",TRUE,"moderate","Entire home/apt",2019,73,15,5,143,"6/19/2019",1.38,1,2,NA
"unconfirmed","Brooklyn","Bedford-Stuyvesant",40.68503,-73.95385,"United States","US",TRUE,"strict","Private room",2019,1143,229,3,36,"8/19/2018",0.41,5,4,NA
"verified","Manhattan","Inwood",40.86648,-73.9263,"United States","US",FALSE,"strict","Private room",2003,373,75,7,0,NA,NA,NA,2,NA
"unconfirmed","Brooklyn","Williamsburg",40.7069,-73.95467,"United States","US",TRUE,"moderate","Private room",2013,572,114,17,14,"1/7/2019",0.14,NA,4,NA
"unconfirmed","Manhattan","East Village",40.72807,-73.98594,"United States","US",TRUE,"flexible","Entire home/apt",2012,136,27,3,0,NA,NA,NA,1,NA
"unconfirmed","Brooklyn","Crown Heights",40.6778,-73.94339,"United States","US",TRUE,"moderate","Private room",2007,383,77,3,279,"6/24/2019",2.69,NA,1,NA
"verified","Brooklyn","Bedford-Stuyvesant",40.68317,-73.94701,"United States","US",TRUE,"strict","Private room",2012,343,69,4,18,"1/2/2019",0.22,NA,4,NA
"verified","Brooklyn","Crown Heights",40.6761,-73.9529,"United States","US",TRUE,"strict","Private room",2011,1095,219,6,50,"5/26/2019",3.55,3,1,NA
"verified","Brooklyn","Crown Heights",40.67586,-73.95155,"United States","US",TRUE,"moderate","Private room",2007,503,101,2,227,"6/27/2019",2.27,2,2,NA
"verified","Manhattan","Little Italy",40.71702,-73.99811,"United States","US",FALSE,"strict","Entire home/apt",2008,895,179,14,1,"1/2/2019",0.16,2,1,NA
"verified","Manhattan","East Village",40.72321,-73.98157,"United States","US",TRUE,"moderate","Private room",2010,426,85,2,203,"6/23/2019",1.96,3,2,NA
"verified","Manhattan","Upper West Side",40.77956,-73.98098,"United States","US",FALSE,"strict","Entire home/apt",2022,1127,225,2,210,"7/6/2019",2.1,2,1,267
"unconfirmed","Brooklyn","Bedford-Stuyvesant",40.68276,-73.95264,"United States","US",TRUE,"strict","Private room",2015,368,74,5,64,"1/5/2019",0.67,5,1,300
"unconfirmed","Brooklyn","Williamsburg",40.71368,-73.9626,"United States","US",FALSE,"flexible","Private room",2016,679,136,3,0,NA,NA,2,1,350
"unconfirmed","Manhattan","East Village",40.72956,-73.98158,"United States","US",FALSE,"moderate","Entire home/apt",2012,850,170,7,5,"1/3/2019",0.15,4,1,33
"unconfirmed","Brooklyn","Williamsburg",40.71069,-73.95175,"United States","US",TRUE,"moderate","Entire home/apt",2006,1003,201,10,49,"6/29/2019",0.48,1,1,407
"verified","Brooklyn","Williamsburg",40.70863,-73.94641,"United States","US",TRUE,"moderate","Entire home/apt",2022,875,175,NA,132,"7/7/2019",1.27,5,1,422
"unconfirmed","Manhattan","Harlem",40.82888,-73.94307,"United States","US",TRUE,"strict","Private room",2006,953,191,NA,20,"1/2/2019",0.26,3,1,378
"verified","Brooklyn","Park Slope",40.67319,-73.97323,"United States","US",FALSE,"flexible","Entire home/apt",2007,720,144,NA,11,"5/2/2013",0.11,5,1,46
"verified","Brooklyn","Carroll Gardens",40.67846,-73.99443,"United States","US",TRUE,"flexible","Entire home/apt",2004,387,77,NA,51,"7/1/2019",0.57,4,1,101
"unconfirmed","Brooklyn","Crown Heights",40.6715,-73.94808,"United States","US",TRUE,"flexible","Private room",2014,662,132,NA,15,"6/30/2019",0.15,5,5,210
"unconfirmed","Manhattan","East Village",40.72681,-73.98534,"United States","US",TRUE,"moderate","Entire home/apt",2007,375,75,NA,67,"6/25/2019",1.31,2,1,104
NA,"Manhattan","Lower East Side",40.71904,-73.99392,"United States","US",TRUE,"strict","Private room",NA,706,141,NA,109,"6/23/2019",1.11,4,3,350
NA,NA,"Williamsburg",40.71031,-73.9583,"United States","US",FALSE,"moderate","Entire home/apt",NA,387,77,NA,9,"2/16/2019",0.11,4,1,323
NA,"Manhattan","Harlem",40.81322,-73.95306,"United States","US",FALSE,"strict","Entire home/apt",NA,487,97,NA,187,"6/23/2019",1.87,2,1,34
NA,"Brooklyn","Park Slope",40.67732,-73.98225,"United States","US",TRUE,"flexible","Entire home/apt",NA,779,156,NA,214,"6/23/2019",2.08,4,2,188
NA,"Brooklyn","Gowanus",40.68076,-73.9896,"United States","US",FALSE,"flexible","Entire home/apt",NA,209,42,NA,69,"7/1/2019",0.79,3,2,96
NA,"Manhattan","East Harlem",40.79603,-73.94903,"United States","US",TRUE,"strict","Entire home/apt",NA,1083,217,NA,22,"6/15/2019",0.26,2,1,352
NA,"Brooklyn","Williamsburg",40.71492,-73.96282,"United States","US",FALSE,"flexible","Entire home/apt",NA,616,123,NA,56,"5/6/2019",0.56,3,1,78
NA,"Manhattan","Morningside Heights",40.80393,-73.95838,"United States","US",FALSE,"moderate","Private room",2022,968,194,3,93,"6/22/2019",0.93,5,1,416
NA,"Manhattan","Upper West Side",40.80082,-73.9652,"United States","US",TRUE,"moderate","Private room",2020,643,129,1,104,"6/25/2019",1.05,2,2,206
NA,NA,"Harlem",40.82976,-73.94867,"United States","US",FALSE,"flexible","Private room",2019,960,192,30,64,"7/6/2018",0.68,1,1,52
NA,"Brooklyn","Bedford-Stuyvesant",40.683,-73.91981,"United States","US",TRUE,"flexible","Entire home/apt",2004,961,192,3,127,"6/24/2019",1.25,1,2,295
"verified","Manhattan","Upper West Side",40.78971,-73.9729,"United States","US",FALSE,"strict","Entire home/apt",2010,544,109,11,30,"6/13/2019",0.32,4,1,76
"verified","Brooklyn","Carroll Gardens",40.67817,-73.99495,"United States","US",TRUE,"flexible","Entire home/apt",2015,523,105,2,106,"6/27/2019",1.34,5,3,16
"unconfirmed","Brooklyn","Greenpoint",40.73119,-73.95578,"United States","US",FALSE,"strict","Private room",2011,614,123,452,6,"11/13/2016",0.1,4,1,351
"verified","Manhattan","Little Italy",40.71943,-73.99627,"United States","US",TRUE,"moderate","Entire home/apt",2013,178,36,2,191,"6/20/2019",1.88,2,1,397
"verified","Manhattan","Upper West Side",40.78,-73.98249,"United States","US",FALSE,"moderate","Entire home/apt",2008,61,12,30,48,"6/11/2019",0.55,3,1,276
